Year,No Discipline,Discipline,Total Cases Opened,Applications,Non-Application
2007,355,242,655,5353
2008,537,286,895,6955
2009,554,442,959,6900
2010,539,426,931,6851
2011,622,370,983,6867
2012,420,310,959,6226
2013,339,385,711,6659
2014,227,449,997,7316
2015,441,394,922,8284
2016,479,553,1361,8891
2017,683,597,1478,9674
